pm10,pm25,so2,co,o3,no2,categori
38,52,21,8,20,19,2
25,32,18,6,17,15,3
30,34,17,8,20,16,3
20,22,17,6,19,16,3
28,30,17,8,16,15,3
21,23,16,7,16,13,3
23,28,17,6,17,11,3
32,35,20,7,17,15,3
38,39,22,9,17,18,3
52,61,19,15,19,26,2
46,57,51,9,23,32,2
49,61,43,9,26,29,2
57,69,25,13,20,23,2
39,51,28,9,18,15,2
54,73,36,12,22,13,2
53,67,39,11,14,12,2
60,76,38,10,22,12,2
58,76,35,13,20,12,2
54,74,35,10,20,12,2
58,79,35,14,13,13,2
48,68,34,11,18,12,2
51,62,33,9,24,11,2
58,73,34,12,18,14,2
28,42,30,9,13,7,3
43,61,31,14,23,8,2
25,43,30,6,16,6,3
29,35,30,7,13,5,3
27,32,31,6,12,5,3
27,39,32,5,21,5,3
46,63,36,8,14,7,2
59,78,30,19,29,9,2
64,86,30,16,33,12,2
58,85,32,16,23,13,2
31,39,48,10,24,7,3
56,75,51,11,25,13,2
38,52,48,10,25,9,2
41,56,51,10,25,11,2
36,35,49,8,20,7,3
33,51,50,11,8,7,2
23,27,50,10,13,7,3
38,53,51,11,13,9,2
54,68,49,11,19,12,2
59,74,46,15,50,31,2
55,67,51,14,42,30,2
56,73,50,15,49,31,2
58,70,50,19,45,34,2
61,81,52,19,48,33,2
66,86,49,24,41,44,2
51,68,49,21,37,40,2
40,63,43,16,47,35,2
54,69,51,18,31,41,2
43,61,44,20,31,32,2
24,38,41,10,32,22,3
26,37,43,13,28,23,3
25,36,41,10,30,17,3
28,44,45,10,29,23,3
49,61,52,12,28,30,2
31,57,59,49,23,24,2
26,40,57,38,21,18,2
46,68,57,55,26,24,2
36,51,57,45,20,18,2
43,62,58,54,21,27,2
29,42,58,42,15,18,2
35,51,57,41,15,19,2
23,23,57,12,16,15,2
40,55,57,21,17,24,2
47,58,56,21,23,24,2
53,81,42,9,24,12,2
55,92,43,11,24,13,2
54,74,47,8,29,11,2
44,71,43,10,24,12,2
45,76,45,9,29,10,2
51,81,45,10,28,12,2
45,72,45,10,27,13,2
51,75,44,8,32,9,2
59,94,48,10,25,12,2
35,54,43,9,13,6,2
44,68,44,8,15,9,2
32,57,45,5,18,4,2
45,71,48,9,13,7,2
46,71,48,8,11,7,2
28,53,48,5,15,4,2
46,73,50,8,14,7,2
51,80,50,9,17,12,2
57,87,50,12,18,13,2
72,105,49,19,18,12,1
57,86,53,7,27,11,2
36,57,49,6,13,7,2
21,33,50,4,16,3,3
58,92,51,10,17,11,2
42,51,50,5,16,5,2
36,57,51,7,14,6,2
17,26,48,4,11,2,3
46,66,49,8,8,5,2
36,51,51,8,13,5,2
64,93,52,7,27,19,2
60,94,52,9,20,18,2
55,100,52,7,26,17,2
65,95,52,9,18,14,2
74,117,52,9,21,13,1
53,88,52,11,13,18,2
50,85,52,6,25,18,2
54,91,51,10,12,18,2
42,72,52,8,10,11,2
44,72,52,6,10,16,2
37,62,51,3,16,10,2
47,67,51,6,8,15,2
39,66,51,5,8,12,2
27,60,52,1,13,8,2
56,83,52,5,14,13,2
65,98,52,14,13,15,2
61,96,52,7,17,19,2
64,99,52,10,20,15,2
85,154,52,10,11,13,1
53,77,54,5,16,19,2
49,65,52,5,10,12,2
22,39,52,2,11,8,2
32,64,52,7,8,12,2
41,58,17,9,34,2,2
52,69,21,21,18,8,2
31,51,23,11,18,1,2
60,72,20,23,21,5,2
53,59,31,13,25,3,2
44,55,47,10,24,9,2
32,43,52,9,24,8,2
31,35,49,9,12,7,3
30,47,53,11,15,9,2
38,50,50,13,26,11,3
31,48,45,10,13,7,3
25,42,44,10,9,5,3
28,49,47,11,9,4,3
25,39,48,10,12,5,3
37,44,45,11,21,8,3
42,65,47,13,25,10,2
53,69,49,12,28,13,2
57,78,47,11,26,18,2
51,70,45,11,31,14,2
46,57,44,11,24,7,2
34,40,42,11,11,6,3
40,52,45,12,9,6,2
55,71,55,12,10,11,2
53,63,53,11,9,10,2
42,57,51,10,12,9,2
30,50,56,6,10,16,2
41,45,45,8,11,20,3
47,56,44,11,21,25,2
33,45,41,8,14,27,3
50,60,43,10,20,26,2
37,56,44,9,21,27,2
50,65,55,9,16,30,2
44,61,56,16,20,19,2
34,43,59,15,21,19,2
28,34,57,13,21,16,2
31,49,60,17,21,26,2
37,53,57,26,21,35,2
30,43,56,14,18,19,2
23,44,56,11,17,15,2
28,60,56,10,17,10,2
24,44,57,9,19,17,2
35,51,56,10,20,21,2
40,65,58,18,28,27,2
69,87,60,17,38,32,2
62,81,58,13,44,20,2
57,79,58,25,37,40,2
48,54,57,12,22,23,2
35,48,56,10,19,17,2
39,47,57,12,15,17,2
56,66,63,15,17,27,2
55,62,58,19,15,30,2
36,58,59,13,16,25,2
44,58,57,23,14,32,2
37,52,59,11,16,15,2
27,53,62,8,17,9,2
33,50,60,11,17,14,2
37,45,60,10,13,14,2
39,43,58,14,13,20,2
26,43,51,5,16,2,2
23,40,51,5,16,3,2
30,44,53,5,15,4,2
40,59,53,10,18,7,2
50,73,51,10,11,7,2
49,66,51,6,10,4,2
45,62,51,6,10,3,2
46,71,51,9,10,6,2
50,70,50,8,10,6,2
43,74,54,9,24,3,2
56,80,55,10,36,5,2
49,70,54,13,24,3,2
49,66,55,9,15,2,2
39,57,54,7,10,2,2
57,87,57,9,8,3,2
43,65,57,9,6,4,2
57,79,55,9,9,3,2
45,69,54,9,9,2,2
45,63,52,7,7,2,2
28,53,53,6,9,1,2
22,31,52,5,9,0,2
25,27,53,5,9,1,2
40,64,56,9,12,2,2
59,75,56,8,10,2,2
50,67,56,9,9,3,2
54,43,55,11,10,3,2
58,44,54,9,15,2,2
65,55,16,22,16,15,2
27,53,53,3,12,10,2
19,43,53,3,11,9,2
17,51,53,4,9,10,2
21,59,53,19,14,11,2
38,68,53,16,12,10,2
30,64,53,14,9,7,2
21,60,53,13,9,5,2
37,68,53,15,9,8,2
32,63,53,13,11,8,2
36,81,54,14,23,12,2
54,91,54,17,19,19,2
47,73,54,12,15,11,2
45,66,53,13,7,8,2
42,80,54,14,8,14,2
40,79,54,16,7,10,2
39,65,54,13,11,10,2
43,75,54,14,10,10,2
37,51,53,11,11,4,2
32,43,53,10,11,3,2
52,53,55,10,10,5,2
41,61,54,13,12,11,2
50,66,54,13,10,15,2
44,68,54,14,7,17,2
53,82,54,20,8,11,2
51,65,53,14,14,13,2
56,90,54,16,15,20,2
35,34,17,5,39,13,3
35,50,22,8,26,22,3
55,69,55,8,12,2,2
52,72,53,12,9,3,2
24,50,63,6,11,3,2
3,65,89,11,9,11,2
10,62,79,10,12,8,2
30,49,54,7,12,1,2
11,50,62,8,10,3,2
37,51,53,8,8,3,2
24,40,53,7,11,1,2
29,41,52,7,9,2,2
23,32,52,7,10,2,2
24,31,53,8,8,3,2
24,34,52,7,9,2,2
20,33,53,6,9,1,2
30,48,54,7,6,1,2
25,39,19,8,14,13,3
27,37,20,7,25,16,3
29,40,18,10,26,24,3
22,34,16,10,31,25,3
37,47,16,9,35,23,3
29,47,17,8,36,18,3
30,41,53,7,9,1,2
49,69,14,9,16,3,2
51,73,13,9,14,3,2
29,44,13,6,9,1,3
37,57,13,8,11,3,2
22,49,14,8,15,5,3
46,61,14,7,18,5,2
33,49,14,6,17,3,3
28,45,13,6,21,3,3
46,63,14,7,17,4,2
51,65,55,12,13,16,2
46,66,53,13,8,15,2
40,53,54,10,9,12,2
55,74,55,14,9,12,2
44,71,54,16,7,10,2
41,56,54,11,12,4,2
38,65,54,12,12,10,2
44,61,53,15,7,15,2
44,61,53,13,7,10,2
31,42,53,10,11,6,2
38,51,53,12,8,9,2
33,42,53,12,8,10,2
35,51,53,14,7,8,2
31,39,53,11,7,6,2
33,48,53,11,9,5,2
29,53,26,5,7,8,2
33,48,27,6,8,9,3
51,75,27,11,14,14,2
60,82,27,13,13,14,2
52,56,26,12,6,7,2
40,41,26,6,6,6,3
39,43,27,6,9,8,3
50,59,27,11,8,14,2
51,49,26,9,10,17,2
45,55,26,11,14,18,2
40,52,27,8,15,12,2
46,50,27,7,16,15,3
54,61,29,10,14,18,2
49,69,47,9,34,21,2
64,98,50,11,34,32,2
52,68,50,9,32,29,2
35,51,46,10,29,31,2
45,63,46,12,38,35,2
49,66,45,9,41,31,2
54,80,49,12,33,34,2
51,69,48,11,40,30,2
48,71,50,11,25,34,2
65,92,52,10,34,30,2
61,84,53,10,33,25,2
31,41,52,9,15,16,2
39,63,52,10,28,24,2
37,63,50,9,30,29,2
46,71,51,12,21,32,2
56,77,51,12,21,35,2
61,81,52,11,18,32,2
57,84,53,10,25,25,2
60,91,52,12,24,34,2
63,93,53,10,23,28,2
66,99,52,10,27,27,2
60,86,47,11,37,36,2
68,96,51,10,21,35,2
66,101,52,11,16,38,1
64,93,52,14,25,32,2
66,99,39,15,30,32,2
67,98,41,11,32,26,2
57,89,38,10,32,29,2
65,98,38,11,26,30,2
62,93,39,10,31,27,2
60,89,37,10,31,36,2
50,61,23,7,35,16,2
69,97,33,10,36,21,2
58,70,31,7,35,19,2
43,55,26,7,32,20,2
52,70,52,10,38,27,2
51,65,50,7,45,21,2
57,73,51,12,40,29,2
51,68,50,12,39,28,2
70,94,52,8,42,19,2
71,88,52,7,37,21,2
34,43,48,4,25,10,3
53,69,52,6,32,18,2
53,77,51,10,29,26,2
59,77,51,9,37,26,2
70,87,51,9,35,22,2
69,86,52,7,31,20,2
71,95,52,8,34,21,2
68,87,52,8,37,17,2
71,93,53,9,31,24,2
72,98,52,8,39,16,2
68,89,52,13,38,27,2
79,99,53,14,27,33,2
77,99,53,10,28,25,2
77,100,54,11,39,28,2
78,100,55,11,34,28,2
73,95,53,8,36,22,2
64,87,54,8,36,22,2
72,91,51,10,35,20,2
74,96,51,9,38,20,2
74,98,54,12,36,31,2
56,80,50,12,21,10,2
52,69,50,9,14,12,2
34,50,49,9,19,12,3
47,72,50,17,22,15,2
47,67,50,9,26,12,2
54,75,49,18,23,19,2
62,86,50,14,29,13,2
47,68,50,16,27,16,2
73,103,51,12,24,16,1
65,94,51,9,16,15,2
35,51,52,2,16,10,2
54,78,51,8,19,17,2
54,74,50,9,25,12,2
64,80,51,6,31,11,2
58,83,51,7,28,14,2
62,85,51,6,26,11,2
77,107,51,6,22,16,1
74,95,53,7,25,15,2
67,90,51,11,24,12,2
58,76,49,16,24,12,2
58,84,40,11,29,28,2
62,91,41,10,31,19,2
60,86,40,10,26,19,2
59,89,37,10,25,22,2
54,75,36,12,29,24,2
59,76,35,12,21,27,2
54,78,38,12,20,31,2
67,91,51,16,27,13,2
86,114,52,18,22,23,1
75,103,52,10,25,16,1
69,88,51,7,32,13,2
75,101,51,8,27,13,1
79,100,51,6,25,16,2
78,38,51,11,20,19,2
84,39,50,3,23,18,2
66,37,26,31,23,21,2
34,44,51,11,20,19,2
29,46,49,12,24,17,3
53,71,52,13,19,29,2
46,61,51,13,12,24,2
44,68,51,14,22,29,2
47,63,49,13,14,31,2
43,65,52,12,21,23,2
59,82,51,12,35,26,2
57,79,52,13,23,27,2
38,53,48,11,17,18,2
27,51,47,12,14,17,2
31,51,46,11,9,14,2
27,49,45,10,11,14,3
33,57,48,12,14,26,2
65,94,52,12,27,53,2
48,63,50,11,21,22,2
42,58,48,11,18,24,2
51,72,52,9,27,26,2
51,75,50,9,33,27,2
43,60,45,11,35,27,2
49,71,46,9,36,23,2
45,66,46,11,32,18,2
45,64,50,8,38,12,2
42,64,47,9,32,21,2
33,48,45,9,25,19,3
35,53,46,11,23,21,2
50,68,45,11,30,31,2
34,51,45,8,29,21,2
52,81,46,13,36,31,2
61,87,50,10,42,26,2
31,40,22,6,24,14,3
27,41,22,7,26,18,3
64,79,40,12,31,29,2
50,56,22,10,21,21,2
48,68,26,9,36,24,2
57,70,25,9,30,26,2
50,71,31,8,34,20,2
67,87,30,8,49,23,2
71,92,35,15,32,34,2
31,39,21,5,27,12,3
24,32,22,6,19,13,3
27,35,20,6,16,12,3
27,36,19,6,19,13,3
40,57,25,9,28,21,2
64,77,30,14,34,31,2
50,62,26,9,28,23,2
45,56,25,8,27,21,2
55,71,37,6,35,18,2
56,75,29,10,45,22,2
48,67,24,13,47,26,2
54,72,22,8,49,15,2
47,64,37,7,44,11,2
46,64,21,4,51,6,2
51,65,41,6,39,17,2
37,52,25,6,34,15,2
42,57,32,7,27,13,2
53,70,26,13,33,23,2
40,54,21,4,35,12,2
56,74,22,9,42,18,2
64,84,29,7,47,15,2
35,56,34,5,10,6,2
52,71,36,9,12,15,2
51,69,35,6,11,8,2
52,71,39,9,14,12,2
56,76,36,7,17,12,2
47,60,39,7,13,7,2
57,82,38,8,25,8,2
51,66,37,8,14,11,2
50,57,35,6,8,5,2
40,60,50,4,9,7,2
50,63,51,5,11,11,2
45,58,50,6,9,13,2
46,60,49,6,15,10,2
41,63,48,5,15,8,2
47,64,51,7,21,12,2
51,68,48,9,23,12,2
43,61,49,9,24,11,2
64,46,50,9,18,12,2
64,50,50,12,26,14,2
37,58,32,3,11,8,2
50,70,34,3,17,13,2
65,88,33,5,16,14,2
57,82,33,6,17,11,2
51,72,32,4,19,13,2
62,86,38,5,20,14,2
55,83,38,12,20,28,2
55,83,37,11,26,27,2
55,81,40,10,24,28,2
53,76,38,12,25,31,2
62,95,43,11,23,35,2
66,101,39,11,22,35,1
65,97,45,11,32,35,2
54,69,38,11,21,29,2
42,67,38,12,15,23,2
42,62,40,10,17,17,2
52,73,42,11,13,27,2
57,89,40,12,25,32,2
63,92,40,12,36,33,2
59,90,39,12,36,35,2
56,82,40,11,21,28,2
55,82,41,11,21,25,2
52,76,38,12,24,22,2
60,87,40,11,21,24,2
56,84,39,11,23,22,2
52,80,39,14,27,25,2
62,94,41,16,24,38,2
74,114,42,13,30,35,1
58,84,41,12,23,25,2
57,77,38,11,33,23,2
63,97,42,11,36,34,2
63,92,38,11,25,33,2
71,109,41,13,26,43,1
67,94,44,11,24,32,2
63,93,42,11,27,27,2
62,93,42,11,32,20,2
60,83,39,12,26,20,2
62,76,51,11,34,26,2
64,79,51,13,36,30,2
61,78,51,8,34,19,2
58,73,50,9,36,22,2
82,105,55,12,37,26,1
73,87,51,13,28,36,2
69,86,57,12,22,38,2
60,70,53,15,23,33,2
60,69,53,12,21,23,2
54,67,52,6,27,16,2
69,83,58,9,23,22,2
70,91,53,9,43,23,2
75,91,55,10,41,28,2
68,84,51,9,50,22,2
67,79,52,10,38,26,2
63,76,53,8,33,19,2
57,69,52,8,31,19,2
73,86,54,7,34,18,2
70,89,54,9,37,20,2
77,97,53,9,42,19,2
74,82,55,7,29,22,2
66,72,53,5,33,14,2
68,82,54,6,39,18,2
75,89,54,6,44,18,2
71,81,54,6,39,16,2
67,78,55,7,36,17,2
70,84,58,7,40,18,2
76,90,59,8,37,22,2
69,91,56,8,44,21,2
75,82,54,8,30,24,2
52,59,52,6,37,17,2
61,75,52,6,39,17,2
63,75,53,5,38,13,2
65,77,53,6,37,15,2
61,77,54,7,36,20,2
73,90,53,10,44,26,2
71,93,54,6,38,17,2
73,93,55,7,44,21,2
66,75,52,4,43,11,2
68,89,53,6,45,15,2
74,87,53,10,29,26,2
73,91,56,7,33,24,2
75,97,57,7,45,22,2
76,105,42,10,49,27,1
64,73,55,10,21,14,2
64,75,54,9,22,12,2
70,82,53,7,22,12,2
70,83,53,8,21,11,2
66,77,53,6,26,10,2
69,78,53,5,24,10,2
88,113,53,6,30,16,1
76,89,53,6,24,14,2
64,72,53,8,27,9,2
66,76,53,8,31,9,2
74,89,53,9,29,14,2
77,96,53,8,27,14,2
69,84,53,8,25,11,2
60,74,53,8,28,8,2
75,90,54,9,27,16,2
69,82,54,9,31,11,2
66,76,54,7,23,13,2
54,59,53,7,22,6,2
64,77,53,7,28,13,2
68,82,53,6,26,9,2
65,78,53,6,24,10,2
74,93,55,8,28,21,2
69,83,55,8,29,23,2
62,76,54,9,38,24,2
67,78,54,10,37,31,2
80,99,55,10,39,27,2
64,75,54,6,33,17,2
67,77,55,6,37,18,2
73,91,56,11,30,38,2
70,88,57,8,39,24,2
85,112,55,14,36,33,1
81,93,56,10,26,25,2
79,98,57,9,32,27,2
78,94,56,8,36,18,2
71,82,55,8,33,16,2
61,79,53,9,21,13,2
62,79,52,10,24,11,2
57,75,53,8,29,12,2
62,73,52,9,25,13,2
76,107,52,12,28,16,1
78,97,53,6,21,13,2
59,66,52,10,19,17,2
47,57,52,9,15,13,2
54,67,53,5,20,10,2
65,81,54,10,22,16,2
67,88,53,9,27,14,2
65,79,52,5,37,10,2
65,78,53,7,30,11,2
54,63,53,6,25,9,2
56,65,53,6,22,9,2
53,68,53,6,30,9,2
70,85,54,7,26,12,2
64,77,53,6,26,10,2
72,91,54,10,32,16,2
86,108,54,10,36,13,1
72,85,53,8,24,15,2
72,84,53,7,27,10,2
76,96,54,5,23,15,2
75,83,53,7,25,13,2
84,100,53,7,28,21,2
82,95,53,6,31,18,2
65,42,53,7,27,13,2
71,42,53,8,28,12,2
63,39,18,16,27,24,2
56,79,41,10,19,24,2
51,74,42,9,22,24,2
60,82,40,9,32,29,2
62,91,38,11,39,24,2
57,91,39,8,33,22,2
58,97,39,11,30,22,2
72,114,40,13,28,39,1
67,90,41,10,19,29,2
58,79,39,9,24,24,2
58,87,41,10,27,31,2
66,96,40,10,29,29,2
66,98,42,12,28,28,2
59,87,43,12,27,24,2
56,82,42,12,30,25,2
61,90,46,11,26,33,2
63,93,42,12,28,35,2
61,87,42,11,21,29,2
46,67,40,12,24,22,2
56,84,41,12,28,28,2
59,86,42,13,30,20,2
57,82,40,13,28,21,2
59,88,42,14,25,30,2
64,96,41,14,29,37,2
64,89,45,12,26,27,2
60,90,45,13,40,35,2
77,84,42,8,30,23,2
64,94,40,12,42,23,2
62,85,41,13,28,30,2
63,90,45,14,23,30,2
64,90,44,13,32,32,2
68,104,44,13,39,34,1
67,79,57,7,27,22,2
66,77,56,7,24,23,2
68,79,54,7,32,20,2
74,90,54,7,40,18,2
54,81,44,11,21,22,2
56,75,43,13,15,23,2
48,74,38,11,31,25,2
63,92,42,11,32,23,2
60,89,38,12,23,24,2
57,80,44,10,19,26,2
56,81,39,11,24,26,2
60,92,40,11,20,32,2
56,75,36,11,28,25,2
57,85,46,13,23,28,2
58,87,44,10,21,27,2
42,64,36,11,31,25,2
56,75,41,14,25,28,2
55,87,41,10,36,26,2
63,98,37,13,33,35,2
55,78,39,10,28,24,2
51,74,37,10,34,29,2
55,83,36,10,39,24,2
54,77,37,12,33,29,2
64,94,42,11,28,30,2
43,67,38,11,25,25,2
36,56,37,9,24,16,2
38,65,36,10,28,18,2
72,94,53,10,40,25,2
74,95,53,8,33,18,2
69,87,55,7,33,17,2
67,87,51,8,36,16,2
61,79,53,9,34,21,2
65,83,53,11,30,27,2
69,86,56,17,23,35,2
68,87,53,8,26,20,2
69,82,54,8,21,20,2
58,83,52,8,38,18,2
70,98,55,8,34,18,2
65,92,51,9,35,19,2
66,84,55,7,28,18,2
65,84,51,7,36,17,2
70,97,57,11,28,30,2
59,73,52,14,21,31,2
76,93,63,14,23,31,2
59,67,51,9,28,20,2
61,72,53,16,20,28,2
65,88,54,7,34,22,2
73,92,52,10,35,25,2
67,86,54,8,27,18,2
59,75,52,7,38,20,2
61,80,50,8,37,19,2
59,74,51,10,33,25,2
75,96,55,10,38,30,2
56,67,54,8,26,24,2
40,55,51,5,33,14,2
48,62,52,6,32,15,2
59,74,51,7,30,12,2
74,99,51,8,24,14,2
75,101,51,4,29,13,1
64,80,50,3,26,10,2
58,72,51,4,26,13,2
57,65,50,4,23,11,2
52,64,50,6,21,14,2
62,77,51,4,22,14,2
65,84,51,4,21,21,2
57,72,50,3,23,10,2
73,97,51,5,28,15,2
64,82,52,7,23,14,2
68,86,52,7,25,12,2
61,78,52,10,20,18,2
70,87,52,6,16,15,2
55,69,52,6,15,16,2
71,97,53,16,20,20,2
52,62,52,8,20,10,2
53,62,53,18,16,23,2
63,83,52,11,25,11,2
75,99,53,16,22,14,2
59,76,53,10,24,11,2
62,74,54,11,25,15,2
65,80,53,12,29,14,2
55,64,53,15,25,13,2
58,71,53,11,26,11,2
44,57,53,10,24,13,2
37,37,52,7,22,8,2
41,36,52,6,29,7,2
71,101,42,12,35,37,1
74,108,43,11,34,33,1
63,93,43,11,42,20,2
62,89,45,11,31,29,2
66,99,46,16,27,36,2
60,93,47,16,32,35,2
62,95,47,15,33,30,2
66,102,49,14,24,34,1
46,88,54,13,26,27,2
58,82,41,11,29,23,2
62,91,41,10,35,29,2
56,82,41,10,18,24,2
55,86,41,10,31,26,2
55,73,42,9,29,29,2
58,82,44,8,29,27,2
60,88,46,7,33,26,2
57,76,43,6,33,20,2
53,76,42,6,32,20,2
60,88,41,9,33,30,2
62,84,43,8,21,33,2
61,84,44,8,29,32,2
60,87,44,9,29,30,2
57,86,45,8,33,31,2
55,78,44,7,30,23,2
59,84,46,9,35,30,2
58,89,45,8,27,34,2
57,88,46,9,23,33,2
58,99,46,8,29,23,2
58,88,47,8,29,22,2
81,101,32,8,49,26,1
77,91,28,7,44,25,2
71,89,26,5,53,12,2
66,83,29,6,44,16,2
77,103,43,9,36,31,1
67,88,26,9,40,26,2
68,96,22,8,40,24,2
75,97,25,7,37,21,2
69,91,22,6,41,16,2
67,89,22,7,41,17,2
65,86,20,7,45,18,2
65,90,21,8,25,24,2
61,84,20,6,37,17,2
61,77,20,7,37,19,2
65,86,19,7,37,17,2
67,90,22,7,40,18,2
64,79,20,6,39,14,2
56,71,19,5,44,15,2
69,80,19,5,42,20,2
69,85,21,8,28,25,2
65,83,20,6,37,17,2
68,87,21,7,40,25,2
65,83,22,6,37,19,2
56,75,20,6,42,17,2
75,105,23,11,48,29,1
64,84,20,6,42,21,2
63,82,20,7,37,23,2
66,89,21,7,38,19,2
68,98,23,8,33,22,2
66,88,54,8,44,12,2
72,91,54,8,31,22,2
59,80,54,8,38,8,2
54,69,54,9,36,6,2
60,82,54,10,33,9,2
60,81,55,10,33,9,2
71,93,55,10,35,15,2
67,87,55,9,32,12,2
61,78,54,6,28,8,2
57,68,54,7,28,6,2
59,72,54,6,30,5,2
57,70,54,7,21,5,2
56,83,54,5,26,6,2
54,68,54,7,29,7,2
58,77,54,8,28,7,2
61,86,54,9,31,9,2
61,74,54,8,28,10,2
54,72,54,8,25,13,2
59,81,54,9,32,13,2
62,80,53,9,29,15,2
59,72,53,9,31,11,2
57,70,54,8,22,11,2
52,70,54,9,34,10,2
54,65,54,9,33,7,2
55,72,54,9,35,6,2
53,66,55,9,30,9,2
59,74,55,10,30,10,2
56,73,54,9,28,8,2
62,47,56,9,24,9,2
88,121,27,26,39,22,1
89,117,29,22,28,17,1
80,111,28,21,29,16,1
69,99,27,18,27,15,2
81,152,27,19,19,19,1
71,107,28,17,23,15,1
62,93,27,16,24,13,2
70,108,27,21,29,18,1
76,113,28,20,26,18,1
77,110,27,19,25,15,1
59,86,28,16,28,12,2
77,109,28,24,40,21,1
71,98,28,21,26,17,2
69,101,28,24,29,19,1
68,93,28,20,26,23,2
78,111,28,22,30,20,1
65,92,28,23,26,16,2
85,249,28,18,26,20,0
163,287,29,17,29,19,0
129,143,29,21,24,23,1
49,89,28,18,40,20,2
59,90,27,20,49,24,2
63,83,30,18,56,23,2
41,78,26,17,53,20,2
48,73,27,16,50,15,2
45,74,27,16,60,16,2
29,74,26,16,37,14,2
52,75,27,16,58,15,2
24,66,27,16,48,14,2
42,74,27,17,57,15,2
41,78,28,17,56,17,2
39,69,26,15,59,12,2
54,83,25,15,73,17,2
48,77,26,17,55,24,2
50,76,26,17,58,20,2
46,70,27,15,56,16,2
39,70,27,15,49,18,2
70,87,53,6,24,13,2
65,78,53,7,28,8,2
71,88,54,7,29,12,2
64,85,54,6,33,9,2
65,87,53,6,30,9,2
65,89,53,7,30,10,2
64,45,54,9,22,13,2
69,44,54,11,24,11,2
68,44,22,27,30,32,2
35,66,26,16,53,16,2
51,74,27,16,64,16,2
11,78,29,19,42,21,2
53,85,28,17,43,15,2
53,83,30,18,49,17,2
69,89,21,6,42,18,2
75,104,22,9,41,26,1
73,91,23,6,38,20,2
62,81,23,6,31,20,2
67,89,21,10,28,28,2
60,78,20,7,32,16,2
64,85,21,7,31,20,2
66,90,23,8,30,26,2
64,85,22,8,37,28,2
78,106,28,13,35,40,1
82,109,24,12,39,33,1
72,93,20,9,39,26,2
74,92,23,8,40,21,2
65,86,20,8,43,21,2
73,96,21,8,44,25,2
70,91,54,7,36,5,2
66,84,55,7,32,5,2
56,68,54,8,32,4,2
60,74,55,6,32,5,2
64,79,55,5,26,4,2
59,80,54,5,28,4,2
66,88,54,4,28,3,2
56,71,54,6,25,2,2
55,66,55,5,27,1,2
63,76,54,4,25,3,2
67,93,54,5,32,2,2
59,78,54,5,34,3,2
57,72,54,6,28,2,2
59,78,55,7,27,3,2
72,91,55,5,30,2,2
70,94,55,8,31,4,2
63,77,55,7,32,3,2
56,73,55,6,31,2,2
64,80,55,5,28,4,2
62,84,55,5,37,3,2
70,86,55,7,33,3,2
65,89,55,8,34,4,2
59,69,56,4,36,3,2
63,78,55,4,32,3,2
63,79,55,5,36,2,2
67,81,54,5,31,2,2
63,47,55,8,28,48,2
60,45,55,6,36,38,2
66,45,22,25,40,33,2
126,199,29,26,27,25,1
86,120,30,25,24,25,1
64,93,29,15,28,19,2
76,115,29,20,26,25,1
84,123,28,20,21,12,1
80,111,28,20,24,15,1
97,141,29,33,23,28,1
97,148,29,21,21,16,1
80,122,28,17,20,11,1
88,121,30,16,18,10,1
75,106,31,18,19,14,1
82,123,30,22,23,15,1
82,121,29,19,29,12,1
78,110,29,20,24,17,1
79,117,29,20,20,14,1
82,122,30,20,22,16,1
75,122,43,5,37,29,1
76,122,43,8,35,31,1
58,86,41,7,36,26,2
65,95,43,7,30,33,2
62,89,46,5,27,26,2
59,86,46,5,39,26,2
72,107,46,5,30,38,1
64,92,49,4,29,27,2
58,85,48,5,25,23,2
59,78,50,5,36,26,2
53,74,48,4,31,26,2
62,93,47,4,34,33,2
63,89,47,3,41,26,2
64,108,50,9,29,34,1
65,93,51,9,25,30,2
62,78,50,6,29,23,2
63,88,49,6,24,33,2
60,91,47,4,37,25,2
62,86,48,6,37,27,2
63,96,47,5,21,35,2
58,81,44,5,31,32,2
65,99,46,8,31,37,2
67,102,47,8,29,36,1
66,97,47,6,34,36,2
65,94,47,7,36,26,2
59,83,45,6,40,29,2
67,95,45,5,48,33,2
82,109,20,10,40,24,1
79,100,23,8,42,21,2
59,74,19,6,44,19,2
72,93,24,7,46,21,2
66,83,22,5,34,16,2
68,86,24,6,38,19,2
81,107,22,12,33,32,1
71,93,23,6,37,16,2
62,88,21,6,31,18,2
63,79,20,4,33,11,2
59,75,19,4,32,12,2
69,93,21,6,41,17,2
69,90,21,5,44,13,2
70,95,20,8,37,23,2
64,83,21,6,37,14,2
65,86,23,7,38,19,2
59,70,52,7,31,9,2
61,86,42,8,38,41,2
58,84,42,6,35,38,2
64,89,43,9,39,37,2
68,97,45,8,33,41,2
51,63,44,8,40,29,2
53,73,43,8,34,29,2
60,85,43,7,37,30,2
55,74,41,6,40,25,2
61,89,44,6,46,30,2
64,107,44,8,41,33,1
64,89,39,15,35,30,2
57,79,42,16,45,25,2
58,81,43,18,36,29,2
57,79,43,16,34,26,2
47,66,40,16,38,30,2
57,81,42,16,41,37,2
52,75,41,16,40,36,2
53,120,41,14,34,31,1
54,80,43,16,32,24,2
52,75,43,15,39,24,2
57,87,44,15,36,30,2
50,69,42,13,43,30,2
56,93,44,11,38,30,2
70,101,44,11,33,38,1
65,83,43,14,4,29,2
55,75,43,15,15,25,2
58,76,43,14,31,26,2
62,96,45,15,29,34,2
